question,query
Give me the number of purchases made by each customer.,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, COUNT(p.purchase_id) AS purchases_count
FROM customers c
LEFT JOIN purchases p ON c.customer_id = p.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name;"
Show me the purchase count for each customer.,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, COUNT(p.purchase_id) AS purchases_count
FROM customers c
LEFT JOIN purchases p ON c.customer_id = p.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name;"
Tell me how many purchases each customer has made.,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, COUNT(p.purchase_id) AS purchases_count
FROM customers c
LEFT JOIN purchases p ON c.customer_id = p.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name;"
Provide the total purchase figures for every customer.,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, COUNT(p.purchase_id) AS purchases_count
FROM customers c
LEFT JOIN purchases p ON c.customer_id = p.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name;"
Can you give me the number of purchases per customer?,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, COUNT(p.purchase_id) AS purchases_count
FROM customers c
LEFT JOIN purchases p ON c.customer_id = p.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name;"
give me the list of customers who owns more than 1 bike,"SELECT c.customer_id, c.first_name, c.last_name, COUNT(p.bike_id) AS bike_count
FROM purchases p
INNER JOIN customers c ON p.customer_id = c.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name
HAVING COUNT(p.bike_id) > 1;"
list all the customers who owns more than 1 bike,"SELECT c.customer_id, c.first_name, c.last_name, COUNT(p.bike_id) AS bike_count
FROM purchases p
INNER JOIN customers c ON p.customer_id = c.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name
HAVING COUNT(p.bike_id) > 1;"
give me the list of customers who bought more than 1 bike,"SELECT c.customer_id, c.first_name, c.last_name, COUNT(p.bike_id) AS bike_count
FROM purchases p
INNER JOIN customers c ON p.customer_id = c.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name
HAVING COUNT(p.bike_id) > 1;"
give me the list of customers who bought more than one bike,"SELECT c.customer_id, c.first_name, c.last_name, COUNT(p.bike_id) AS bike_count
FROM purchases p
INNER JOIN customers c ON p.customer_id = c.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name
HAVING COUNT(p.bike_id) > 1;"
Show me all the customers who have more than one bike.,"SELECT c.customer_id, c.first_name, c.last_name, COUNT(p.bike_id) AS bike_count
FROM purchases p
INNER JOIN customers c ON p.customer_id = c.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name
HAVING COUNT(p.bike_id) > 1;"
Can you provide a list of customers with more than one bike?,"SELECT c.customer_id, c.first_name, c.last_name, COUNT(p.bike_id) AS bike_count
FROM purchases p
INNER JOIN customers c ON p.customer_id = c.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name
HAVING COUNT(p.bike_id) > 1;"
Retrieve the names of customers who own more than one bike.,"SELECT c.customer_id, c.first_name, c.last_name, COUNT(p.bike_id) AS bike_count
FROM purchases p
INNER JOIN customers c ON p.customer_id = c.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name
HAVING COUNT(p.bike_id) > 1;"
I want to see all customers who have more than one bike.,"SELECT c.customer_id, c.first_name, c.last_name, COUNT(p.bike_id) AS bike_count
FROM purchases p
INNER JOIN customers c ON p.customer_id = c.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name
HAVING COUNT(p.bike_id) > 1;"
List out the customers with more than one bike.,"SELECT c.customer_id, c.first_name, c.last_name, COUNT(p.bike_id) AS bike_count
FROM purchases p
INNER JOIN customers c ON p.customer_id = c.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name
HAVING COUNT(p.bike_id) > 1;"
Give me the names of customers who own more than one bike.,"SELECT c.customer_id, c.first_name, c.last_name, COUNT(p.bike_id) AS bike_count
FROM purchases p
INNER JOIN customers c ON p.customer_id = c.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name
HAVING COUNT(p.bike_id) > 1;"
Show me the customers who possess more than one bike.,"SELECT c.customer_id, c.first_name, c.last_name, COUNT(p.bike_id) AS bike_count
FROM purchases p
INNER JOIN customers c ON p.customer_id = c.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name
HAVING COUNT(p.bike_id) > 1;"
Tell me which customers own more than one bike.,"SELECT c.customer_id, c.first_name, c.last_name, COUNT(p.bike_id) AS bike_count
FROM purchases p
INNER JOIN customers c ON p.customer_id = c.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name
HAVING COUNT(p.bike_id) > 1;"
Provide the list of customers having more than one bike.,"SELECT c.customer_id, c.first_name, c.last_name, COUNT(p.bike_id) AS bike_count
FROM purchases p
INNER JOIN customers c ON p.customer_id = c.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name
HAVING COUNT(p.bike_id) > 1;"
Can you list all customers with more than one bike?,"SELECT c.customer_id, c.first_name, c.last_name, COUNT(p.bike_id) AS bike_count
FROM purchases p
INNER JOIN customers c ON p.customer_id = c.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name
HAVING COUNT(p.bike_id) > 1;"
give me the list of customers who owns more than 2 bike,"SELECT c.customer_id, c.first_name, c.last_name, COUNT(p.bike_id) AS bike_count
FROM purchases p
INNER JOIN customers c ON p.customer_id = c.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name
HAVING COUNT(p.bike_id) > 2;"
list all the customers who owns more than 2 bike,"SELECT c.customer_id, c.first_name, c.last_name, COUNT(p.bike_id) AS bike_count
FROM purchases p
INNER JOIN customers c ON p.customer_id = c.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name
HAVING COUNT(p.bike_id) > 2;"
give me the list of customers who bought more than 2 bike,"SELECT c.customer_id, c.first_name, c.last_name, COUNT(p.bike_id) AS bike_count
FROM purchases p
INNER JOIN customers c ON p.customer_id = c.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name
HAVING COUNT(p.bike_id) > 2;"
give me the list of customers who bought more than 2 bike,"SELECT c.customer_id, c.first_name, c.last_name, COUNT(p.bike_id) AS bike_count
FROM purchases p
INNER JOIN customers c ON p.customer_id = c.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name
HAVING COUNT(p.bike_id) > 2;"
Show me all the customers who have more than 2 bike.,"SELECT c.customer_id, c.first_name, c.last_name, COUNT(p.bike_id) AS bike_count
FROM purchases p
INNER JOIN customers c ON p.customer_id = c.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name
HAVING COUNT(p.bike_id) > 2;"
Can you provide a list of customers with more than 2 bike?,"SELECT c.customer_id, c.first_name, c.last_name, COUNT(p.bike_id) AS bike_count
FROM purchases p
INNER JOIN customers c ON p.customer_id = c.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name
HAVING COUNT(p.bike_id) > 2;"
Retrieve the names of customers who own more than 2 bike.,"SELECT c.customer_id, c.first_name, c.last_name, COUNT(p.bike_id) AS bike_count
FROM purchases p
INNER JOIN customers c ON p.customer_id = c.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name
HAVING COUNT(p.bike_id) > 2;"
I want to see all customers who have more than 2 bike.,"SELECT c.customer_id, c.first_name, c.last_name, COUNT(p.bike_id) AS bike_count
FROM purchases p
INNER JOIN customers c ON p.customer_id = c.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name
HAVING COUNT(p.bike_id) > 2;"
List out the customers with more than 2 bike.,"SELECT c.customer_id, c.first_name, c.last_name, COUNT(p.bike_id) AS bike_count
FROM purchases p
INNER JOIN customers c ON p.customer_id = c.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name
HAVING COUNT(p.bike_id) > 2;"
Give me the names of customers who own more than 2 bike.,"SELECT c.customer_id, c.first_name, c.last_name, COUNT(p.bike_id) AS bike_count
FROM purchases p
INNER JOIN customers c ON p.customer_id = c.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name
HAVING COUNT(p.bike_id) > 2;"
Show me the customers who possess more than 2 bike.,"SELECT c.customer_id, c.first_name, c.last_name, COUNT(p.bike_id) AS bike_count
FROM purchases p
INNER JOIN customers c ON p.customer_id = c.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name
HAVING COUNT(p.bike_id) > 2;"
Tell me which customers own more than 2 bike.,"SELECT c.customer_id, c.first_name, c.last_name, COUNT(p.bike_id) AS bike_count
FROM purchases p
INNER JOIN customers c ON p.customer_id = c.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name
HAVING COUNT(p.bike_id) > 2;"
Provide the list of customers having more than 2 bike.,"SELECT c.customer_id, c.first_name, c.last_name, COUNT(p.bike_id) AS bike_count
FROM purchases p
INNER JOIN customers c ON p.customer_id = c.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name
HAVING COUNT(p.bike_id) > 2;"
Can you list all customers with more than 2 bike?,"SELECT c.customer_id, c.first_name, c.last_name, COUNT(p.bike_id) AS bike_count
FROM purchases p
INNER JOIN customers c ON p.customer_id = c.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name
HAVING COUNT(p.bike_id) > 2;"
Show me how much money each bike model has made.,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM bikes b
INNER JOIN purchases p ON b.bike_id = p.bike_id
GROUP BY b.model;"
Can you tell me the total earnings from each bike model?,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM bikes b
INNER JOIN purchases p ON b.bike_id = p.bike_id
GROUP BY b.model;"
What’s the total revenue for every bike model?,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM bikes b
INNER JOIN purchases p ON b.bike_id = p.bike_id
GROUP BY b.model;"
List out how much each bike model has earned.,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM bikes b
INNER JOIN purchases p ON b.bike_id = p.bike_id
GROUP BY b.model;"
I want to know the revenue generated by each bike model.,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM bikes b
INNER JOIN purchases p ON b.bike_id = p.bike_id
GROUP BY b.model;"
Give me the total amount made from each bike model.,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM bikes b
INNER JOIN purchases p ON b.bike_id = p.bike_id
GROUP BY b.model;"
Show me the earnings from each bike model.,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM bikes b
INNER JOIN purchases p ON b.bike_id = p.bike_id
GROUP BY b.model;"
How much revenue has each bike model brought in?,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM bikes b
INNER JOIN purchases p ON b.bike_id = p.bike_id
GROUP BY b.model;"
Tell me the total sales for each bike model.,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM bikes b
INNER JOIN purchases p ON b.bike_id = p.bike_id
GROUP BY b.model;"
Can you give me the revenue details for every bike model?,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM bikes b
INNER JOIN purchases p ON b.bike_id = p.bike_id
GROUP BY b.model;"
How much revenue has the Freedom 125 generated?,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Freedom 125'
GROUP BY b.model;"
Show me the total earnings from the Freedom 125.,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Freedom 125'
GROUP BY b.model;"
Can you tell me the revenue for the Freedom 125?,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Freedom 125'
GROUP BY b.model;"
What’s the total revenue for the Freedom 125?,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Freedom 125'
GROUP BY b.model;"
I want to know how much money the Freedom 125 has made.,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Freedom 125'
GROUP BY b.model;"
Give me the total amount earned from the Freedom 125.,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Freedom 125'
GROUP BY b.model;"
Show me the revenue details for the Freedom 125.,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Freedom 125'
GROUP BY b.model;"
How much has the Freedom 125 brought in revenue?,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Freedom 125'
GROUP BY b.model;"
Tell me the total sales amount for the Freedom 125.,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Freedom 125'
GROUP BY b.model;"
Can you provide the revenue figure for the Freedom 125?,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Freedom 125'
GROUP BY b.model;"
How much revenue has the Goldwing Tour generated?,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Goldwing Tour'
GROUP BY b.model;"
Show me the total earnings from the Goldwing Tour.,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Goldwing Tour'
GROUP BY b.model;"
Can you tell me the revenue for the Goldwing Tour?,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Goldwing Tour'
GROUP BY b.model;"
What’s the total revenue for the Goldwing Tour?,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Goldwing Tour'
GROUP BY b.model;"
I want to know how much money the Goldwing Tour has made.,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Goldwing Tour'
GROUP BY b.model;"
Give me the total amount earned from the Goldwing Tour.,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Goldwing Tour'
GROUP BY b.model;"
Show me the revenue details for the Goldwing Tour.,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Goldwing Tour'
GROUP BY b.model;"
How much has the Goldwing Tour brought in revenue?,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Goldwing Tour'
GROUP BY b.model;"
Tell me the total sales amount for the Goldwing Tour.,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Goldwing Tour'
GROUP BY b.model;"
Can you provide the revenue figure for the Goldwing Tour?,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Goldwing Tour'
GROUP BY b.model;"
How much revenue has the Pulsar 125 generated?,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Pulsar 125'
GROUP BY b.model;"
Show me the total earnings from the Pulsar 125.,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Pulsar 125'
GROUP BY b.model;"
Can you tell me the revenue for the Pulsar 125?,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Pulsar 125'
GROUP BY b.model;"
What’s the total revenue for the Pulsar 125?,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Pulsar 125'
GROUP BY b.model;"
I want to know how much money the Pulsar 125 has made.,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Pulsar 125'
GROUP BY b.model;"
Give me the total amount earned from the Pulsar 125.,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Pulsar 125'
GROUP BY b.model;"
Show me the revenue details for the Pulsar 125,"SELECT b.model, SUM(p.amount) AS total_revenue
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Pulsar 125'
GROUP BY b.model;"
